,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro06_M001.wav,e3,ALRIGHT .
1897,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script02_2_M000.wav,e1,WELL  SO WHAT . DO YOU THINK .
2201,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script02_1_F005.wav,e0,YEAH .
3815,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro07_F012.wav,e1,I KNOW I KNOW I'M I'M DEFINITELY  I REALIZE . {LG} .
3739,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script03_2_F029.wav,e2,YES . I DID  QUITE A LOT .
638,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro03_F021.wav,e0,OH YEAH ABSOLUTELY ABSOLUTELY .
2772,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro05_M013.wav,e0,WELL THERE ARE THERE ARE SOME SHOPS HERE IN IN THE AIRPORT .
735,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro04_F032.wav,e0,TWENTY ONE HUNDRED .
1841,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro04_F020.wav,e0,AND YOU'RE ALWAYS RIGHT .
317,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro01_M009.wav,e2,SHOULDN'T THEY HAVE LIKE TOLD US ABOUT THAT I MEAN WHY WHY WOULD  THEY MAKE ME GO AND WAIT THREE HOURS IF I HAVE GOT TO GO AND DO IT AGAIN .
3579,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro07_M029.wav,e1,A U S C . GRADUATE NOW  YOU'RE SET .
1360,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro07_M037.wav,e0,I DO I WILL NEED TO GET A GUN .
3602,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script01_1_M004.wav,e3,NO  I FIGURED  IT WAS BEST TO LEAVE HIM ALONE .
406,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro02_M007.wav,e3,YOU GOTTA TAKE CARE OF OUR BABY FOR ME . ALRIGHT .
1123,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script01_3_M034.wav,e3,AND THEN I WENT HOME AND IT WAS  INCREDIBLE  IT HAD NO MEANING HERE .
1376,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro08_M015.wav,e0,UH WELL YEAH I THINK WE WERE JUST  YOU KNOW WHENEVER BEST AVAILABLE I GUESS YOU  KNOW .
3393,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script03_2_M045.wav,e2,YOU'RE . A MEAN EVIL MINDED . LITTLE  TEMPERED WITCH  I HOPE TO GOD I NEVER SET EYES ON YOU AGAIN AS LONG AS I LIVE . WHORE .
913,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro03_M020.wav,e1,CHUCKY I DON'T . KNOW . I DON'T KNOW . ANYWAYS  I PULL HER UP  AND I GO . I GO SARAH .
1023,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro03_F057.wav,e1,YOU SHOULD JUST APPROACH HER LIKE THAT HEY WILL YOU BEAR MY CHILDREN .
1188,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script01_3_F034.wav,e1,WHAT AM I GOING TO DO WITH A  FORTUNE .
3914,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro06_F029.wav,e3,YEAH BUT THEN WHEN HE GOT CANCER AND IT GOT BAD YOU KNOW SHE JUST TOOK OFF AND .
2884,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro07_F017.wav,e1,OKAY WELL I'M LYING . BUT .
895,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro02_M001.wav,e3,HEY .
962,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro06_F018.wav,e3,YES .
1313,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script03_2_F001.wav,e1,PRESENTS JUST A TRIVIAL LITTLE BROACH .
2826,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script03_1_M016.wav,e3,NO THAT DESIRE WILL FADE  ALONG WITH OUR PASSION .
3805,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script03_1_M008.wav,e1,UHH . IT'S AMAZING HOW  ONCE YOU FEEL .
2239,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro04_F008.wav,e3,YEAH .
1171,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro05b_M019.wav,e0,I WORK FOR IBM .
861,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script03_1_M021.wav,e1,ENJOY THE PARTY AS LONG AS WE CAN LIKE  VERY LITTLE QUITE . IDIOTIC SCHOOLCHILDREN  {NS} . LET'S SAVOR THE DELIGHT OF THE MOMENT .
1997,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script01_2_F010.wav,e2,I WANT YOU TO ACT LIKE HE'S COMING BACK  BOTH OF YOU  DON'T YOU THINK I HAVEN'T NOTICED SINCE HE INVITED HER I WON'T STAND FOR ANY NONSENSE .
568,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro07_F048.wav,e1,OKAY WELL THAT'S NOT A HAPPY  PART WE DON'T WANT TO TALK ABOUT THAT .
223,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script01_1_F026.wav,e0,{BR}  HAVE YOU ASKED ANNIE YET .
689,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro05a_M004.wav,e2,IS IT THERE .
3061,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro03_M001.wav,e0,UH YOU GOT A NEW CAR A NEW HOUSE UH A . DOG .
2644,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script01_1_M025.wav,e2,TO HELL WITH THAT .
982,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script02_2_F000.wav,e2,ABOUT WHAT .
272,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro06_M001.wav,e3,I KNOW I JUST  I DON'T KNOW IT'S JUST WEIRD BECAUSE  YOU HAVE SOMEBODY WHO'S  YOU KNOW .
1442,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro05_F008.wav,e0,I  I . I UNDERSTAND BUT UM .
1399,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script01_2_F019.wav,e3,I CAN'T HELP IT .
1701,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro06_M007.wav,e3,HE JUST DID EVERYTHING . HE WAS . LITERALLY . LITERALLY . THE MOST TALENTED GUY I HAVE EVER MET IN MY ENTIRE LIFE .
2556,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro06_M015.wav,e3,AND THE KIDS ARE PARALYZED  IN A COMA RIGHT  NOW .
1477,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro05_F042.wav,e2,IT'S NOT LIKE I CAN GO TO KMART AND BUY ANOTHER .
2046,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro08_F011.wav,e0,ABSOLUTELY WE . WE .
935,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script03_1_M012.wav,e1,AH  STRANGE .
3012,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script02_2_F010.wav,e2,NO WE WON'T . IT'S LIKE WAITING UP FOR SANTA CLAUSE OR SOMETHING I FEEL LIKE AS THOUGH MY  WHOLE LIFE IS GOING TO BE STANDING ON THE BEACH WAITING WITH MY EYES OPENED EXPECTANTLY MY HANDS CLASPED NEATLY IN FRONT OF ME WAITING FOR FISH TO SHOW UP AND THE FISH . WILL NOT SHOW UP .
174,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro04_M035.wav,e0,LIKE WHAT'S YOUR IDEAL JOB WHAT DO YOU WANT TO DO .
2448,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script02_2_F045.wav,e1,OR NOT .
3912,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro08b_M007.wav,e0,WELL  UM  OKAY YOUR SIM CARD IS IN . DIDN'T FALL OUT .
75,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro03_M012.wav,e1,WASN'T THAT GREAT  I DIDN'T WANT IT TO BE TOO HOKEY BUT  BUT SHE LIKED IT . SHE LIKED IT .
3570,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script03_2_F017.wav,e0,IT'S A WOMAN'S JOB TO ALLURE THE MAN . WATCH ME WON'T YOU A MINUTE .
2535,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script02_2_F034.wav,e3,I KNOW THAT YOU MEANT THIS TO BE SPECIAL AND NICE  AND . THERE'S THE SAND AND THE MOON AND EVERYTHING BUT I . JUST . COULDN'T HELP THINKING ABOUT  BEING SOMEWHERE ELSE .
3552,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script03_2_F033.wav,e2,ON THE CONTRARY A CHILD OF TWO COULD GET VIOLENTLY DRUNK ON ONLY ONE GLASS OF BRANDY .
1489,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script03_2_F035.wav,e2,NOT VERY FUNNY DEAR YOU'D BETTER HAVE SOME MORE BRANDY .
671,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script01_3_M030.wav,e3,WELL I LOST THEM .
1937,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro01_M030.wav,e2,WHY .
266,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro03_F051.wav,e1,TWO ARTISTS THOUGH  WE'RE BOUND TO BE  POOR FOREVER .
321,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro03_F020.wav,e1,OH .
2557,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro04_M036.wav,e0,OF COURSE .
278,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script01_3_M036.wav,e3,I FELT . WHAT YOU SAID . ASHAMED SOMEHOW  BECAUSE  NOBODY HAD CHANGED AT ALL .
310,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script01_1_F052.wav,e0,I DON'T KNOW YOU DO I .
2632,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro07_M007.wav,e1,IT'S EXACTLY WHAT I WANTED .
854,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script03_2_M024.wav,e0,TELL ME  DID YOU SEE MUCH OF PETER BURDEN AFTER OUR DIVORCE .
925,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro07_F008.wav,e1,THAT'S AWESOME .
3623,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro02_M021.wav,e2,YEAH OF COURSE I DO BECAUSE I DIDN'T ENLIST IN THIS STUPID THING  WHY DON'T YOU JUST GET OUT NOW AND THEN .
1105,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script01_1_F030.wav,e2,THAT'S A GOOD ANSWER BUT IT DOESN'T ANSWER ANYTHING . YOU HAVEN'T SEEN HER SINCE YOU WENT AWAY TO WAR IT'S BEEN  FIVE YEARS .
1014,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro01_F006.wav,e0,UM THAT YOU WOULD NEED TO GO HOME AND GET ANOTHER FORM OF ID AND COME BACK .
1461,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro03_M060.wav,e1,{LG} .
591,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script02_1_F001.wav,e0,WHAT FLASHLIGHT .
1563,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro02_F007.wav,e1,WELL . UMM  ACTUALLY . THEY I WAS PROMOTED .
1750,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script03_1_F029.wav,e1,HOW RIDICULOUS . HOW UTTERLY . UTTERLY RIDICULOUS .
2558,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro05a_F028.wav,e2,WHAT IS YOUR NAME .
2104,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro03_M015.wav,e0,OKAY  YOU KNOW YOU KNOW WHERE OR .
2183,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro04_M031.wav,e0,I'M TRYING TO BE HELPFUL .
469,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script01_3_F015.wav,e1,I'LL NEVER FORGIVE YOU WHY DID YOU WAIT SO LONG  ALL THIS TIME I'VE BEEN WONDERING IF I WAS A FOOL FOR THINKING OF YOU .
791,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script01_1_M013.wav,e2,WE'VE GOTTA SAY IT TO HIM .
3812,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro02_M008.wav,e0,THERE'S NOTHING I CAN DO I MEAN I HAVE TO GO .
2228,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script01_3_M031.wav,e3,THEN I CAME BACK AND . IT WAS INCREDIBLE  THERE . WAS NO MEANING IN IT HERE  THE WHOLE THING TO THEM SEEMED LIKE SORT OF A  BUS ACCIDENT . I WENT TO WORK WITH DAD AND . THAT RAT RACE AGAIN .
1059,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro06_F010.wav,e3,IF . THERE'S ANYTHING I CAN DO TO BE THERE FOR YOU .
2108,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script02_2_M031.wav,e3,NO I KNOW ME EITHER .
1788,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro04_F014.wav,e0,RIGHT . MAYBE YOU HAVE LIKE . YOU KNOW A LITTLE BIT OF  AN ABRASIVE VIBE OR SOMETHING .
509,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro07_F028.wav,e1,{LG} OH IT'LL BE AWESOME THAT'S FOR SURE .
1568,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro05_M022.wav,e2,YEAH . IF IT WAS YOURS BUT IT'S NOT IT'S MINE . OKAY SO JUST .
1613,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script02_2_M005.wav,e0,UH CARLA . CAN I ASK YOU A QUESTION . NO  DON'T GET UPSET  BUT ARE . YOU HAVING YOUR PERIOD .
3023,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro01_M032.wav,e2,CAUSE YOU'RE OBVIOUSLY NOT TALKING TO ME YOU'RE JUST YELLING AT ME BERATING ME AND TELLING ME I CAN'T FILL OUT FORMS RIGHT .
2863,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro04_M026.wav,e0,HEY I'D LOVE TO HELP YOU BUT I YOU DON'T HAVE  THE KIND OF TRAINING . THAT I .
2138,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script03_2_F037.wav,e2,THERE AREN'T ANY PEOPLE UPSTAIRS IT'S A PHOTOGRAPHER'S STUDIO .
956,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro04_M038.wav,e0,SO WHAT'S THE SOMETHING ELSE .
1855,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script02_2_M016.wav,e0,WAIT A MINUTE . I GOT IT .
2257,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro07_M020.wav,e1,YEAH  RIGHT A CULT I'M LOOKING FORWARD TO BEING IN . THE . CULT .
1745,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script03_2_F018.wav,e2,UM IT DOESN'T SEEM TO HAVE WORKED SUCH WONDERS WITH YOU .
655,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script02_2_M042.wav,e0,ARE YOU STILL COLD  DO YOU WANT TO GO HOME .
1815,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script02_2_M033.wav,e2,A NEW CARPET A POODLE A SUICIDE PACT ICE CREAM . A BACK RUB WHAT  WHAT . WHAT THE HELL DO YOU WANT .
1097,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro05_F016.wav,e2,GIVE ME I'M GOING TO TALK TO YOUR SUPERVISOR GIVE ME YOUR SUPERVISOR I  WANT TO TALK TO YOUR SUPERVISOR RIGHT NOW .
523,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script01_1_M037.wav,e2,I'VE BEEN A GOOD SON TOO LONG A GOOD SUCKER . I'M THROUGH WITH IT .
2758,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script01_3_M039.wav,e3,I FELT . WHAT YOU SAID ASHAMED SOMEHOW .
3572,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro03_M017.wav,e1,SOMETHING BLUE SOMETHING NEW  SOMETHING . NO I DON'T KNOW {LG}  SO YEAH . WONDER IF SHE'S GOING TO PAY ME UP FRONT BUT DO YOU THINK IT'S BAD THOUGH DO YOU THINK THEY'RE GOING TO LIKE TRACK THE MONEY OR SOMETHING .
1411,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script01_1_M003.wav,e3,I DON'T KNOW  BUT AFTER IT CRACKED HE RAN BACK INTO THE HOUSE AND HE CRIED IN THE KITCHEN .
1142,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro07_M037.wav,e1,SO IT COMES  INDIAN LIKE . AND YOU KNOW I'M  KIND OF SMART SO .
1095,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script01_3_M028.wav,e3,TAKES AWHILE TO  TOSS SOMETHING LIKE THAT OFF I MEAN THEY WEREN'T JUST MEN . YOU KNOW .
1068,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script02_2_M041.wav,e1,I MEAN LOOK AT THE VIEW OF THE MOON WE GOT FROM  HERE .
3015,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script01_1_F027.wav,e0,WELL HOW DO YOU KNOW SHE'LL MARRY YOU MAYBE SHE FEELS THE SAME WAY YOUR FATHER DOES .
1703,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script02_1_M041.wav,e1,THEY JUST  TURN AS ONE  AND START THE SWIM AND BRINGS THEM RIGHT HERE TO THIS SPOT WHERE WE STAND  FOR A MASSIVE CELEBRATION OF SEX . AND DEATH .
888,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro06_M003.wav,e3,{BR} UMM .
447,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script03_2_F014.wav,e0,JUST MAKING MYSELF FASCINATING FOR YOU .
1671,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script01_1_F017.wav,e3,I'VE . GOT AN IDEA BUT  WHAT'S THE STORY .
2223,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro02_M000.wav,e3,IT'S ONLY GOING TO BE A YEAR .
2991,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script02_1_M000.wav,e1,HEY WHAT TIME IS IT  THEY'RE SUPPOSED TO RUN AROUND . MIDNIGHT RIGHT . GOD  THIS IS GREAT ISN'T IT .
942,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script01_2_M017.wav,e2,WHAT THE HELL DO YOU WANT FROM ME KATE .
1723,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro07_M034.wav,e1,YOU'RE GETTING CLOSE TO THE BEACH I MEAN GEEZ .
1887,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script01_1_F004.wav,e3,DID YOU TALK TO HIM .
3633,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script02_1_M002.wav,e1,IS THAT . IS THAT . THAT'S JUST FOAM ISN'T IT  I  CAN'T EVEN TELL .
922,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro03_M011.wav,e1,THIRTY NINE YEAH . I CAN'T BELIEVE IT . SO YOU BROKE OUR PACT . THANKS A LOT .
3594,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro05_F015.wav,e0,RIGHT . LIKE I  SAID SOMETIMES A  THEFT AND THINGS HAPPEN LIKE THAT BUT WE ARE WILLING TO REIM  REIMBURSE YOU .
1445,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script02_1_M040.wav,e1,IT'S  SINGLE MINDEDNESS WITH NO MIND IT'S . URGENCY THAT'S PURE . URGE  THEY DON'T KNOW WHAT DRIVES THEM THEY DON'T  ASK IT A NAME OR  ASK IT A QUESTION .
400,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro03_M014.wav,e1,I KNOW SO .
298,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script01_1_M000.wav,e0,HE SAW IT .
866,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro07_F030.wav,e1,NO AN I GOT ACCEPTED TO U S C PARTY {LG} .
1754,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro07_M028.wav,e1,NOT A LOT I MEAN I WOULDN'T WANT TO LIVE WITH MORE THAN THREE OTHER PEOPLE SO LIKE FOUR OF US TOTAL  RIGHT .
3609,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro03_F015.wav,e1,OH YEAH EVERYONE . YEAH  AND PEOPLE  FRIENDS OF OURS WERE IN THE AUDIENCE I DIDN'T KNOW ABOUT LIKE  FAMILY MEMBERS .
595,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro08_F002.wav,e0,OKAY WELL I'D BE HAPPY TO .
2860,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script03_2_M039.wav,e2,OH VERY AMUSING INDEED . AMANDA LISTEN .
3830,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script01_1_F031.wav,e3,HE THINKS HE'S COMING BACK  CHRIS  YOU MARRY THAT GIRL YOU'RE PRONOUNCING HIM . DEAD .
3413,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script02_2_F009.wav,e2,TWICE IS EVERY TIME WE'VE TRIED THAT'S EVER .
3632,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro04_F041.wav,e0,BARTENDING CATERING .
3894,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script02_2_F019.wav,e3,WE THOUGHT I WAS PREGNANT AND WE HAD A BOTTLE OF CHAMPAGNE BUT NO GLASSES  YOU ASKED ME TO DANCE  SO WE TOOK OFF OUR SHOES .
3092,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro02_M007.wav,e3,BUT SHE'S  YOU'RE NOT GONNA YOU'RE NOT GONNA BE HERE FOR FOR . HER FIRST WORDS FOR . HER FIRST STEPS I . MEAN  IT'S SOMETHING THAT YOU'RE SUPPOSED TO BE HERE FOR THAT .
2471,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro01_M028.wav,e2,I DID FINISH ONE TAKE IT .
381,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script01_1_M001.wav,e0,HE WAS OUT HERE WHEN IT BROKE .
394,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro04_M016.wav,e0,RIGHT .
3608,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script01_1_F029.wav,e2,I DON'T SEE WHY IT HAS TO BE ANNIE .
721,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script02_2_M019.wav,e1,YOU WANT ME TO GO GET SOME CHAMPAGNE .
128,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script03_1_F012.wav,e0,WHO'S THEY .
76,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro02_F029.wav,e3,LOOK  I NEED YOU TO BE STRONG FOR ME  CAUSE  I CAN'T BE THE ONLY ONE THAT'S STRONG RIGHT NOW REALLY I .
1425,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script02_2_F011.wav,e2,I JUST WE JUST HAVE DIFFERENT IDEAS OF WHAT THIS EVENING IS SUPPOSED TO LOOK LIKE .
3096,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script02_2_F044.wav,e3,AUGIE I'M SORRY .
3265,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro02_F009.wav,e3,WELL  JUST . PROMISE ME THAT YOU GOING TO BE SAFE .
513,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro07_M025.wav,e0,WE SHOULD UH . GO TO LITTLE ETHIOPIA .
42,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro03_F048.wav,e1,I DON'T WANT A HOUSE I MEAN JUST .
1728,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro03_F019.wav,e1,BUT I DON'T KNOW I . IT'S SO WEIRD TO  THINK . I'M MARRYING  SOMEBODY CAUSE I . FEEL SO YOUNG . YOU KNOW .
2464,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro02_F012.wav,e3,YEAH .
448,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro07_M018.wav,e1,WHAT .
1318,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script01_3_M019.wav,e3,LETS GO FOR A RIDE I I . I WANT TO BE ALONE . WITH YOU .
539,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro07_F018.wav,e1,{LG} . LIKE . A LIKE  A {LG} NO BUT I MEAN LIKE EVERYWHERE YOU GO PEOPLE . KNOW WHO YOU ARE .
1190,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro03_F000.wav,e0,WHAT .
1836,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro05_F017.wav,e0,I HAVE SOME UNFORTUNATE NEWS . UH THAT YOUR BAG ISN'T GOING TO BE .
1555,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro08_F006.wav,e0,PRETTY MUCH YEAH I . DON'T KNOW IF IT'S LIKE  BAD  PHONE LINES OR SOMETHING .
3245,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script03_1_M004.wav,e1,I DON'T CARE THEN .
3882,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro04_M021.wav,e0,YOU KNOW WHAT I MEAN YOU KNOW IT'S LIKE  THEY SAY  PRESENTATION IS LIKE EIGHTY PERCENT .
1009,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro05_F007.wav,e0,WELL I CAN'T LEAVE WITHOUT IT . I MEAN . COULD YOU . FIND OUT .
25,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro07_M017.wav,e1,THEY DO IT'S BELIEVE ME IT'S HUGE .
2356,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro05_M040.wav,e0,MAKES UP .
3588,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script01_3_M020.wav,e3,NO . NOTHING LIKE THAT .
2788,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro08_M010.wav,e2,OH MY  GOD .
