,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro06_M001.wav,e3,ALRIGHT .
1065,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script02_2_M041.wav,e1,I MEAN LOOK AT THE VIEW OF THE MOON WE GOT FROM  HERE .
3263,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro07_F058.wav,e1,EXCELLENT . DRIVE DRUNK PEOPLE AROUND  BECAUSE YOU KNOW THAT'S ALL CAMPUS CRUISERS  FOR .
4612,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script02_2_M019.wav,e0,YOU WERE  FINE DURING THE PHONE CALL FROM MARGE  DINNER WAS OKAY . DOING THE DISHES WAS FINE .
1433,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script03_1_F025.wav,e1,CHARLES THAT WAS HIS NAME  HE DID  WRIGGLE SO BEAUTIFULLY .
935,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro08_F027.wav,e0,I'LL .
5204,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script03_2_F050.wav,e2,MARRY YOU AGAIN . HUH .
2576,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro08_M024.wav,e0,ABSOLUTELY IT'S A NEW SERVICE WE ARE OFFERING .
865,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script01_1_F045.wav,e3,I DON'T UNDERSTAND YOU DO I .
4121,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_impro04_M023.wav,e0,I . JUST  YOU KNOW  THINK YOU SHOULD  TRY A LITTLE HARDER MAYBE .
1120,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script01_3_M034.wav,e3,AND THEN I WENT HOME AND IT WAS  INCREDIBLE  IT HAD NO MEANING HERE .
5148,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script02_2_F041.wav,e3,WELL I GUESS  THIS IS THE WRONG SPOT FOR THE RIGHT PEOPLE .
559,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script02_2_F016.wav,e3,WE  THOUGHT I WAS  PREGNANT AND WE OPENED A BOTTLE OF CHAMPAGNE BUT NO GLASSES . YOU ASKED ME TO DANCE WE KICKED OFF OUR SHOES  AND YOU POPPED  THE CORK .
60,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script03_2_M035.wav,e0,THIS IS NO TIME OF THE YEAR FOR TUNIS .
5109,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script03_2_M056.wav,e2,WHORE .
19,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro05_F011.wav,e0,DETAILS DETAILS . WELL ANYHOW  CAN I .
3781,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro07_M002.wav,e1,U S C .
5482,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro06_F005.wav,e3,THEY THOUGHT HE  GOT . WOULD GET BETTER AND . HE DID AND THEN IT JUST . THINGS TURNED BAD .
961,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script01_3_F000.wav,e1,YOU'RE THE ONLY ONE I KNOW WHO LOVES HIS PARENTS .
858,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script03_1_M021.wav,e1,ENJOY THE PARTY AS LONG AS WE CAN LIKE  VERY LITTLE QUITE . IDIOTIC SCHOOLCHILDREN  {NS} . LET'S SAVOR THE DELIGHT OF THE MOMENT .
4784,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro03_F030.wav,e0,OOOH .
1047,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script01_1_F014.wav,e2,TO YOU IT IS AND TO ME BUT NOT TO HIM  YOU CAN TALK YOURSELF BLUE IN THE FACE BUT THERE'S NO BODY AND NO GRAVE  SO WHERE ARE YOU .
2736,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro08_F019.wav,e0,YEAH WE SOMEBODY WENT IN AND AND CLEARED . THE PROBLEM AND IT LOOKS LIKE . YOU'RE ALL . PAID .
4347,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_script02_1_F000.wav,e0,FINE .
668,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script01_3_M030.wav,e3,WELL I LOST THEM .
831,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script03_2_M010.wav,e0,I HAVE A LITTLE I THINK .
220,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script01_1_M028.wav,e0,I WANTED TO GET THIS SETTLED FIRST .
3978,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro02_F010.wav,e3,I MEAN CAN'T THEY PUT YOU IN LIKE . YOU KNOW  KITCHEN WORK OR SOMETHING WHERE YOU WON'T GET .
2152,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script01_2_F012.wav,e2,I WANT YOU TO ACT LIKE HE'S COMING BACK . BOTH OF YOU  DON'T THINK I HAVEN'T NOTICED YOU SINCE HE INVITED HER HERE  I WON'T STAND FOR ANY NONSENSE .
1436,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script02_1_F018.wav,e2,LAST YEAR YOU'LL ALSO REMEMBER . OUR SHOES GOT WET . I GOT  SAND IN MY PANTIES YOU GOT A SORE THROAT  WE GOT INTO A BIG FIGHT OVER NOTHING  AND WE DIDN'T SEE THE GRUNIONS .
1369,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro07_M011.wav,e1,WOW THAT'S COOL .
5322,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script01_1_F024.wav,e0,HAVE YOU ASKED ANNIE YET .
2529,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script03_2_M014.wav,e2,REALLY AMANDA .
4061,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_impro03_F021.wav,e1,YEAH . WE PLAYED WHEEL OF FORTUNE PENNIES . IT'S LIKE A GIANT THING WITH LIKE .
3069,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro06_F032.wav,e3,YEAH .
5209,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro07_F059.wav,e1,OKAY NO THAT'S DORKY .
5081,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro07_F039.wav,e1,EXCITING .
3711,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro01_F020.wav,e2,DON'T TALK TO ME LIKE I'M A CHILD .
4879,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro02_F004.wav,e3,IT'S DANGEROUS I MEAN HOW CAN YOU MAKE SURE THAT YOU'LL .
568,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script02_2_M025.wav,e2,WHAT WELCOME TO THE HUMAN RACE .
1028,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script03_2_F016.wav,e0,NO JUST MAKING MYSELF  BEAUTIFUL FOR YOU .
4160,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_impro05_M011.wav,e0,WE'VE MISTAKENLY LOST YOUR BAGGAGE  WE'RE VERY SORRY . ON . BEHALF OF JET BLUE I WOULD LIKE TO APOLOGIZE FOR ANY INCONVENIENCE  I AM ALLOWED TO ISSUE YOU A FIFTY  DOLLAR  GIFT CARD WHICH YOU CAN USE . ANY  FUTURE FLIGHTS YOU WANT TO TAKE WITH US  I'M VERY SORRY ONCE AGAIN .
4588,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro07_M038.wav,e1,MOVIES . MOVIE WE'LL GO TO A MOVIE AND A DINNER . AND AND .
5108,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro06_M003.wav,e3,YEAH .
2858,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro02_M018.wav,e3,I DON'T KNOW IF I CAN HANDLE . YOU GOING ANOTHER YEAR .
4885,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script01_3_F003.wav,e3,NOT SORRY NO I CAN'T . STAY HERE .
2138,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro03_M032.wav,e1,THAT IS  AMAZING  YOU MUST BE SO EXCITED DID YOU TELL YOUR MOM .
576,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script02_2_M001.wav,e0,WHAT I WAS SAYING .
5364,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro03_M021.wav,e0,I KNOW BUT YOU JUST ASKED ME TO .
2088,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script03_2_F026.wav,e2,ADDERS DON'T SNAP THEY STING .
190,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script01_2_F002.wav,e2,NOBODY COMES  SEVEN HUNDRED MILES JUST TO SEE .
3393,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro06_M015.wav,e3,I DON'T KNOW IF  BENNY WAS SMART LIKE THAT BUT .
5376,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro03_M014.wav,e1,SHE WANTED  SHE ALWAYS WANTS SOMETHING SPONTANEOUS .
2420,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script02_1_M029.wav,e1,YOU KNOW THERE IS LIKE THERE . IS A CERTAIN MYSTERY HERE A MAGIC  A BIT OF THE UNEXPLAINABLE . I DON'T SEE HOW YOU CANNOT BE INTERESTED .
520,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script02_2_F021.wav,e3,NO .
3591,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro06_F004.wav,e3,I JUST DON'T WANT HIM TO BE GONE .
5295,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script03_2_M014.wav,e2,YOU NEEDN'T BE SO GRAND JUST BECAUSE YOU DON'T HAPPEN TO WANT ANY YOURSELF AT THE  MOMENT .
3935,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script01_2_F016.wav,e3,YOU'VE GOT TO BELIEVE YOU'VE GOT . TO .
3853,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script03_1_M007.wav,e1,WITH THE WORST . WITH THE MOST PERFECT POISE .
1641,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro05a_M020.wav,e2,WHAT IS THE MATTER WITH YOU .
1562,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script02_2_F014.wav,e3,AND I REMEMBER THINKING TO MYSELF . FINALLY I . AM AS HAPPY AS I AM SUPPOSED TO BE .
1944,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro06_M003.wav,e3,YEAH .
1091,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro06_M025.wav,e3,HE WAS STUDYING TO BE A DOCTOR .
2905,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro06_F003.wav,e3,OH MAN I'M SO SORRY .
4554,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro02_M002.wav,e3,I JUST GOT A LETTER I HAVE TO GO BACK .
964,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script02_2_F006.wav,e2,WE JUST HAVE DIFFERENT IDEAS OF WHAT THIS  EVENING IS SUPPOSED TO LOOK LIKE .
4822,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script02_2_M035.wav,e3,NO I KNOW  ME NEITHER .
315,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro01_M009.wav,e2,SHOULDN'T THEY HAVE LIKE TOLD US ABOUT THAT I MEAN WHY WHY WOULD  THEY MAKE ME GO AND WAIT THREE HOURS IF I HAVE GOT TO GO AND DO IT AGAIN .
3612,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script02_2_F033.wav,e2,CAUSE EVERYTHING  ISN'T ANYTHING LIKE I THOUGHT IT WOULD BE .
2719,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script02_2_M005.wav,e0,CARLA . CAN I ASK YOU A QUESTION NOW DON'T BE UPSET  ARE YOU HAVING A PERIOD .
5086,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro08_M012.wav,e0,IT WAS A HUNDRED A SIXTY DOLLARS  I'M SORRY UH SIXTEEN DOLLARS .
5021,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script03_2_M011.wav,e2,WHAT OF IT .
2355,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro06_F008.wav,e3,I MEAN WHAT DO YOU WANT TO DO DO YOU WANT TO DO  YOU WANT TO TALK ABOUT IT DO YOU .
2473,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script02_2_F032.wav,e3,I DIDN'T SAY THAT .
3187,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro07_F011.wav,e1,THERE WE GO PERFECT .
5127,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script03_2_F008.wav,e1,JUST A LITTLE PERHAPS NOTHING SERIOUS .
4302,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_script01_3_F009.wav,e0,I . UMM . I GUESS I . GUESS THAT'S  KIND  OF WHY I CAME .
3401,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script02_2_F016.wav,e3,DANCING BAREFOOT  IN THE SAND . DRINKING CHAMPAGNE FROM THE BOTTLE .
1531,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script03_2_F042.wav,e2,YOU ARE FAR TOO TEMPERAMENTAL TRY TO CONTROL YOURSELF .
4142,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_impro05_F023.wav,e2,BECAUSE I PROBABLY KNOW HIM .
5039,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script01_2_M002.wav,e0,WHAT DO YOU MEAN  HE LIVED NEXT DOOR TO THE GIRL ALL HIS LIFE  WHY WOULDN'T HE WANT TO SEE HER AGAIN .
1308,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro04_F029.wav,e0,YOU GOT TO BE POSITIVE MAN YOU GOT TO TRY TO JUST .
3058,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro05_F001.wav,e0,OH DID YOU CHECK DID YOU MAKE SURE AS IT WENT AROUND THE SECOND TIME THAT IT .
3701,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro07_F025.wav,e0,UM .
4797,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro04_F031.wav,e0,OKAY . ALL RIGHT .
3228,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro07_F038.wav,e1,WOO .
3293,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script03_2_F002.wav,e0,NO IT WASN'T IT WAS  VERY PRETTY I STILL  HAVE IT AND I WEAR IT  OFTEN .
2421,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro05_M017.wav,e0,NO I UNDERSTAND I MEAN IT'S GOT TO BE TOUGH ALL THOSE SENTIMENTAL THINGS BUT  UM . THIS IS ALL I CAN DO FOR YOU .
5395,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro07_F001.wav,e1,I GOT INTO COLLEGE .
1319,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script03_2_M037.wav,e2,TURN IT OFF . IT'S DRIVING ME MAD .
4134,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_impro05_F015.wav,e2,DO YOU HAVE ANY IDEA . FIFTY DOLLARS THAT'S SUPPOSED TO REPLACE EVERYTHING THAT I HAVE . DO YOU UNDERSTAND HOW MUCH I HAVE PACKED IN THERE  NOT ONLY DOES  IT HAVE SENTIMENTAL VALUE IT CAN'T BE REPLACED LIKE  THAT  IT WAS INCREDIBLY EXPENSIVE .
3284,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro06_M006.wav,e3,I MEAN THEY'RE  YOU KNOW . THEY'RE  UPSET . IT'S LIKE  YOU KNOW THEY .
4125,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_impro04_M027.wav,e0,YES  ONE LESS CAR AT A TIME .
4505,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_script03_2_M029.wav,e2,LOOK YOU BETTER TURN THAT OFF  I DON'T WANT TO WAKE UP THE PEOPLE UPSTAIRS .
5511,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro06_F008.wav,e3,I KNOW .
5401,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro06_F008.wav,e3,YES . WELL AT LEAST YOU HAVE A LOT OF GOOD MEMORIES .
3987,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro07_F013.wav,e1,I DON'T WANT ANY OF THOSE LITTLE PUNY ONES .
3957,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro06_F020.wav,e3,CAN YOU IMAGINE THOUGH YOU KNOW AS A . PARENT JUST LOSING . A KID  TWENTY TWO YEARS OLD .
5474,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro06_F009.wav,e3,WE DID EVERYTHING TOGETHER YOU KNOW .
4983,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script03_2_M044.wav,e2,SHUT . UP SHUT  UP I WOULDN'T MARRY YOU AGAIN IF YOU CAME CRAWLING TO ME ON YOUR BENDED KNEES .
3241,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro05_M016.wav,e2,THEFT  DON'T YOU KNOW LIKE ALL THESE PEOPLE THAT ARE WORK YOU KEEP LIKE AN EYE ON THEM  HOW CAN THEY GET AWAY WITH .
1606,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script01_2_M016.wav,e2,WHAT DOES THAT MEAN ME ABOVE ALL .
575,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script01_3_F019.wav,e3,NO WHAT IS IT  IS YOUR MOTHER .
2956,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro05_M038.wav,e2,PLEASE .
1087,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script02_2_F043.wav,e1,YEAH I NOTICED THAT  LOOKS PRETTY ON THE WATER DOESN'T IT . BIG OLD WHITE MOON .
2457,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro02_F012.wav,e3,YEAH .
3003,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro05_M051.wav,e0,SO YOU'D LIKE THE FIFTY DOLLAR VOUCHER .
5226,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro05_F010.wav,e0,NO YOU HAVE TO BUY IT NOW . IT'S LIKE THIRTY DOLLAR EXTRA .
2520,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script03_1_M016.wav,e0,WHO KNOWS .
942,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro03_M003.wav,e1,THIS GUY  YEAH CAN YOU BELIEVE IT SHE SAID YES TOO YEAH SHE SAID YES .
4499,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_script03_2_M022.wav,e2,NONSENSE THEY HAVE A BAG OF VENOM BEHIND THEIR FANGS . AND THEY . SNAP . THEY SNAP .
2356,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro06_M029.wav,e3,SO  WEIRD .
2171,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script01_1b_F031.wav,e2,ARE YOU CRAZY .
3655,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro06_M001.wav,e3,OH NO I'M SO SORRY WHAT HAPPENED .
295,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script03_2_F001.wav,e2,PRESENTS A TRIVIAL LITTLE BROACH .
2079,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script02_1_M042.wav,e1,{BR} . SO WHAT DO YOU THINK .
850,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro04_F035.wav,e0,WELL UM . IS THAT  KINDA LIKE THE SIDE OF YOU THAT YOU LET PEOPLE SEE WHEN YOU GO INTO THESE JOB INTERVIEWS .
4692,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro03_M026.wav,e1,I  KNOW .
4809,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro03_F015.wav,e1,I KNOW SO  WE'RE GONNA TAKE IT LIKE WE'RE NOT GONNA GET MARRIED RIGHT AWAY CAUSE WE WANT TO LIKE HAVE . PLENTY OF TIME TO PLAN EVERYTHING OUT .
3752,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script01_1_F053.wav,e0,YEAH I CAN SEE THAT .
4561,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro03_M011.wav,e1,OKAY WELL THERE YOU  GO .
4001,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script03_1_F021.wav,e1,OH CHARLES THAT WAS HIS NAME CHARLES . HE DID WIGGLE SO BEAUTIFULLY .
3048,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro03_M009.wav,e1,I . I THINK  IT WAS ABOUT TIME I DON'T KNOW MAYBE YOU KNOW WHAT  IT'S BEEN . IT'S BEEN LONG ENOUGH NOW .
1821,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script03_1_M020.wav,e1,SO IS EVERYONE ELSE IN THE LONG RUN .
3629,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script03_1_F034.wav,e1,CANNES . MMHMM .
1985,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script03_2_M044.wav,e2,OH MARRY YOU AGAIN I WOULDN'T MARRY YOU AGAIN IF YOU CAME CRAWLING TO ME ON BENDED KNEE .
2383,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script01_3_F014.wav,e1,I'LL NEVER FORGIVE YOU WHY DID YOU WAIT ALL THESE YEARS ALL I'VE DONE IS SIT AROUND . AND WONDER IF I WAS CRAZY FOR THINKING OF YOU .
1872,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script02_2_M000.wav,e0,WELL SO WHAT'D YOU THINK .
1016,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script03_2_M026.wav,e2,WHAT RIOTOUS TIME YOU MUST HAVE HAD .
85,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro07_F028.wav,e1,STUDENT I'M A STUDENT  YES I AM THANK  YOU VERY MUCH .
2476,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script03_1_F037.wav,e1,SCRATCHING AND BITING LIKE PANTHERS {LG} . OH .
4850,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script03_1_F017.wav,e0,WHAT IF ONE OF US DIES DOES THE OTHER ONE LAUGH THEN .
1030,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro04_M003.wav,e0,IF . YOU REALLY WANT TO DO IT . I MEAN .
2362,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script02_2_M040.wav,e1,OR NOT .
4346,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_script01_3_M037.wav,e0,I JUST WANT YOU TO KNOW ANNIE .
2094,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro05_F003.wav,e0,GEORGIA .
2141,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script01_3_M032.wav,e3,BUT IT SEEMED TO ME THAT SOMETHING  NEW  WAS BEING CREATED AT THE SAME TIME  A KIND OF  RESPONSIBILITY . MAN FOR MAN DO YOU UNDERSTAND ME .
1662,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro03_F012.wav,e1,YOU DIDN'T KNOW  ANYTHING .
3878,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro02_M036.wav,e3,ALL THE TIME EVERY DAY EVERY DAY  THEY HAVE E MAIL OVER THERE AND STUFF LIKE THAT RIGHT I CAN SEND YOU PICTURES .
3271,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro04_F018.wav,e2,I'M REALLY GOOD AT WHAT I DO I'M SMART I'M TRAINED  I HAVE THE EDUCATION I'M TALENTED I . CANNOT .
2386,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script02_1_F021.wav,e0,ABOUT WHAT .
3352,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script02_2_F031.wav,e2,NO .
3212,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro02_F000.wav,e1,UM .
5146,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script01_1_F044.wav,e2,YEAH I CAN SEE THAT .
2570,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script01_1_F004.wav,e3,DID YOU TALK TO HIM .
5222,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script01_3_M014.wav,e1,I'M EMBARRASSING YOU  I DIDN'T WANT TO TELL YOU IT  HERE I WANTED TO GO SOMEWHERE THAT WOULD BE BRAND NEW TO EACH OTHER  IT FEELS WRONG HERE DON'T YOU . THIS YARD AND  THIS CHAIR .
2193,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro03_F009.wav,e1,LIKE ALL THEY HAVE AND I WAS LIKE . WHAT'S GOING ON AND HE LIKE TAKES MY HAND AND PULLS ME INTO THE MIDDLE . AND  HE'S LIKE . YOU . KNOW GET'S ON HIS KNEE AND EVERYTHING AND SAYS WILL YOU MARRY ME AND I . FLIPPED  OUT .
5249,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro04_F030.wav,e2,WHAT'S MY PROBLEM . WHAT'S MY PROBLEM I DON'T HAVE A JOB .
5385,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro06_M019.wav,e0,NO PROBLEM .
2598,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro07_M005.wav,e1,YEAH EVERYTHING EVERY LIKE . FREE RIDE . AND I GET TO YOU KNOW LIKE BE ON LIKE A TROJANS SPORTS TEAM TOO . AND IT'S LIKE COOL ISN'T IT AWESOME .
1107,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script02_2_M046.wav,e1,OR NOT .
2086,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro06_M019.wav,e3,WELL YOU KNOW I APPRECIATE YOU  COMING OVER AND  TALKING TO ME I MEAN IT DEFINITELY HELPS .
567,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro04_F000.wav,e0,THAT'S HELPFUL .
3250,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro08_F011.wav,e0,OKAY .
2965,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script01_1_M024.wav,e2,I DON'T KNOW WHY BUT  EVERY TIME  I  REACH OUT FOR SOMETHING THAT I REALLY WANT . I HAVE TO PULL BACK  CAUSE SOMEONE ELSE WILL SUFFER MY WHOLE BLOODY LIFE TIME AFTER TIME AFTER TIME .
